pope,title,subtitle,published_date,doc_type,format,link,source,pope_url,notes
Alexander IV,Inter Ea Quae Placita,,1255-04-06,document,html,https://www.papalencyclicals.net/alex04/alex4inter.htm,papalencyclicals,https://www.papalencyclicals.net/category/alex04,
Alexander IV,Petitionibus Vestris Benignum Impertientes,,1255-07-15,document,html,https://www.papalencyclicals.net/alex04/alex4petit.htm,papalencyclicals,https://www.papalencyclicals.net/category/alex04,
Alexander IV,Clara claris praeclara,,1255-09-26,document,html,https://www.papalencyclicals.net/alex04/clara-claris-praeclara.htm,papalencyclicals,https://www.papalencyclicals.net/category/alex04,
Alexander IV,Dignum Arbitramur et Congruum,,1955-09-22,document,html,https://www.papalencyclicals.net/alex04/alex4dignum.htm,papalencyclicals,https://www.papalencyclicals.net/category/alex04,
Alexander VI,Inter Caetera,,1493-05-04,document,html,https://www.papalencyclicals.net/alex06/alex06inter.htm,papalencyclicals,https://www.papalencyclicals.net/category/alex06,
Alexander VII,Super Cathedram Principis Apostolorum,,1659-09-09,document,html,https://www.papalencyclicals.net/alex07/alex07super.htm,papalencyclicals,https://www.papalencyclicals.net/category/alex07,
Benedict XII,Benedictus Deus,,1334-12-20,document,html,https://www.papalencyclicals.net/ben12/b12bdeus.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben12,
Benedict XIV,UBI PRIMUM,,1740-12-03,document,html,https://www.papalencyclicals.net/ben14/b14ubiprl.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Ubi Primum,,1740-12-03,document,html,https://www.papalencyclicals.net/ben14/b14ubipr.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Non ambigimus,,1741-05-30,document,html,https://www.papalencyclicals.net/ben14/non-ambigimus.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Pro eximia tua,,1741-06-30,document,html,https://www.papalencyclicals.net/ben14/pro-eximia-tua.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Quanta Cura,,1741-06-30,document,html,https://www.papalencyclicals.net/ben14/b14quant.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,In suprema Universalis,,1741-08-22,document,html,https://www.papalencyclicals.net/ben14/in-suprema-universalis.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Quamvis paternae,,1741-08-26,document,html,https://www.papalencyclicals.net/ben14/quamvis-paternae.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Satis vobis compertum,,1741-11-17,document,html,https://www.papalencyclicals.net/ben14/satis-vobis-compertum.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Etsi minime,,1742-02-07,document,html,https://www.papalencyclicals.net/ben14/etsi-minime.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Certiores effecti,,1742-11-13,document,html,https://www.papalencyclicals.net/ben14/certiores-effecti.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Cum illud semper,,1742-12-14,document,html,https://www.papalencyclicals.net/ben14/cum-illud-semper.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Quemadmodum preces,,1743-03-23,document,html,https://www.papalencyclicals.net/ben14/quemadmodum-preces.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Nimiam Licentiam,,1743-05-18,document,html,https://www.papalencyclicals.net/ben14/b14nimia.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Inter omnigenas,,1744-02-02,document,html,https://www.papalencyclicals.net/ben14/inter-omnigenas.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Cum semper oblatas,,1744-08-19,document,html,https://www.papalencyclicals.net/ben14/cum-semper-oblatas.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,In suprema Catholicae,,1744-11-20,document,html,https://www.papalencyclicals.net/ben14/in-suprema-catholicae.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Cum multorum charitate,,1745-02-18,document,html,https://www.papalencyclicals.net/ben14/cum-multorum-charitate.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Libentissime quidem,,1745-06-10,document,html,https://www.papalencyclicals.net/ben14/libentissime-quidem.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Gravissimum supremi,,1745-09-08,document,html,https://www.papalencyclicals.net/ben14/gravissimum-supremi.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Vix Pervenit,,1745-11-01,document,html,https://www.papalencyclicals.net/ben14/b14vixpe.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Accepimus praestantium,,1746-07-16,document,html,https://www.papalencyclicals.net/ben14/accepimus-praestantium.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Quemadmodum nihil,,1746-12-16,document,html,https://www.papalencyclicals.net/ben14/quemadmodum-nihil.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Inter caetera,,1748-01-01,document,html,https://www.papalencyclicals.net/ben14/inter-caetera.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Magnae Nobis,,1748-06-29,document,html,https://www.papalencyclicals.net/ben14/b14magna.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Annus Qui Hunc,,1749-02-19,document,html,https://www.papalencyclicals.net/ben14/annus-qui-hunc.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Officii nostri,,1749-03-15,document,html,https://www.papalencyclicals.net/ben14/officii-nostri.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Peregrinantes,,1749-05-05,document,html,https://www.papalencyclicals.net/ben14/b14pereg.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Apostolica Constitutio,,1749-06-26,document,html,https://www.papalencyclicals.net/ben14/b14apost.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Gravissimo animi,,1749-10-31,document,html,https://www.papalencyclicals.net/ben14/gravissimo-animi.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Inter praeteritos,,1749-12-03,document,html,https://www.papalencyclicals.net/ben14/inter-praeteritos.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Benedictus Deus,,1750-12-25,document,html,https://www.papalencyclicals.net/ben14/benedictus-deus.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Celebationem magni,,1751-01-01,document,html,https://www.papalencyclicals.net/ben14/celebationem-magni.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Prodiit jamdudum,,1751-01-30,document,html,https://www.papalencyclicals.net/ben14/prodiit-jamdudum.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Elapso proxime anno,,1751-02-20,document,html,https://www.papalencyclicals.net/ben14/elapso-proxime-anno.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Providas Romanorum,,1751-03-18,document,html,https://www.papalencyclicals.net/ben14/providas-romanorum.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Magno cum animi,,1751-06-02,document,html,https://www.papalencyclicals.net/ben14/magno-cum-animi.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,A Quo Primum,,1751-06-14,document,html,https://www.papalencyclicals.net/ben14/b14aquo.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Sollicita ac provida,,1753-07-09,document,html,https://www.papalencyclicals.net/ben14/sollicita-ac-provida.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Cum Religiosi,,1754-06-26,document,html,https://www.papalencyclicals.net/ben14/b14cumre.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Quod Provinciale,,1754-08-01,document,html,https://www.papalencyclicals.net/ben14/b14quod.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Allatae Sunt,,1755-07-26,document,html,https://www.papalencyclicals.net/ben14/b14allat.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Quam ex sublimi,,1755-08-08,document,html,https://www.papalencyclicals.net/ben14/quam-ex-sublimi.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Ex Quo,,1756-03-01,document,html,https://www.papalencyclicals.net/ben14/b14exquo.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Ex Omnibus,,1756-10-16,document,html,https://www.papalencyclicals.net/ben14/b14exomn.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XIV,Quam grave,,1757-08-02,document,html,https://www.papalencyclicals.net/ben14/quam-grave.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben14,
Benedict XV,Ad Beatissimi Apostolorum,,1914-11-01,document,html,https://www.papalencyclicals.net/ben15/b15adbea.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XV,Humani Generis Redemptionem,,1917-06-15,document,html,https://www.papalencyclicals.net/ben15/b15human.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XV,Quod Iam Diu,,1918-11-01,document,html,https://www.papalencyclicals.net/ben15/b15iamdi.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XV,In Hac Tanta,,1919-03-14,document,html,https://www.papalencyclicals.net/ben15/b15inhac.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XV,Paterno Iam Diu,,1919-11-24,document,html,https://www.papalencyclicals.net/ben15/b15paidi.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XV,"Pacem, Dei Munus Pulcherrimum",,1920-05-23,document,html,https://www.papalencyclicals.net/ben15/b15pulch.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XV,Spiritus Paraclitus,,1920-09-15,document,html,https://www.papalencyclicals.net/ben15/b15spiri.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XV,Principi Apostolorum Petro,,1920-10-05,document,html,https://www.papalencyclicals.net/ben15/b15prapp.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XV,Annus Iam Plenus,,1920-12-01,document,html,https://www.papalencyclicals.net/ben15/b15anipl.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XV,Sacra Propediem,,1921-01-16,document,html,https://www.papalencyclicals.net/ben15/b15sapro.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XV,In Praeclara Summorum,,1921-04-30,document,html,https://www.papalencyclicals.net/ben15/b15summo.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XV,Fausto Appetente Die,,1921-06-29,document,html,https://www.papalencyclicals.net/ben15/b15fadie.htm,papalencyclicals,https://www.papalencyclicals.net/category/ben15,
Benedict XVI,Africae Munus,,,other,html,http://www.vatican.va/holy_father/benedict_xvi/apost_exhortations/documents/hf_ben-xvi_exh_20111119_africae-munus_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Guide to Understanding Basic CDF Procedures concerning Sexual Abuse Allegations,Congregation on the Doctrine of the Faith,,other,html,http://www.vatican.va/resources/resources_guide-CDF-procedures_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Instruction Dignitas Personae on Certain Bioethical Questions,Congregation for the Doctrine of the Faith,,other,html,http://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_20081208_dignitas-personae_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Letter to Bishops which accompanied Summorum Pontificum,,,other,html,http://www.vatican.va/holy_father/benedict_xvi/letters/2007/documents/hf_ben-xvi_let_20070707_lettera-vescovi_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Redactional Note on the Instruction Universae Ecclesiae,,,other,html,http://www.vatican.va/roman_curia/pontifical_commissions/ecclsdei/documents/rc_com_ecclsdei_doc_20110513_nota-universae-ecclesiae_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,NOTA DOTTRINALE SU ALCUNI ASPETTI DELL’EVANGELIZZAZIONE,,2000-02-02,document,html,https://www.papalencyclicals.net/ben16/cdfdoctrineevang1207ital.htm,papalencyclicals,https://www.papalencyclicals.net/ben16,
Benedict XVI,Instruction Concerning the Criteria for the Discernment of Vocations with Regard to Persons with Homosexual Tendencies in View of Their Admission to the Seminary and to Holy Orders,,2005-11-04,other,html,https://www.papalencyclicals.net/Ben16/Instructions.htm,papalencyclicals,https://www.papalencyclicals.net/ben16,deduped
Benedict XVI,Deus Caritas Est,On Christian Love - God is Love,2005-12-25,encyclical,html,http://www.vatican.va/holy_father/benedict_xvi/encyclicals/documents/hf_ben-xvi_enc_20051225_deus-caritas-est_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Meeting with the Representatives of Science,Congregation for the Doctrine of the Faith,2006-09-12,other,html,http://www.vatican.va/holy_father/benedict_xvi/speeches/2006/september/documents/hf_ben-xvi_spe_20060912_university-regensburg_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Sacramentum Caritatis,Sacrament of Charity,2007-02-22,other,html,http://www.vatican.va/holy_father/benedict_xvi/apost_exhortations/documents/hf_ben-xvi_exh_20070222_sacramentum-caritatis_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,"Letter to the Bishops, Priests, Consecrated Persons and the Lay Faithful in the People's Republic of China",,2007-05-27,other,html,http://www.vatican.va/holy_father/benedict_xvi/letters/2007/documents/hf_ben-xvi_let_20070527_china_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Motu Proprio,,2007-06-11,other,html,http://www.vatican.va/holy_father/benedict_xvi/motu_proprio/documents/hf_ben-xvi_motu-proprio_20070611_de-electione_lt.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Responses to some questions regarding certain aspects of the Doctrine of the Church,Sacrament of Charity,2007-06-29,other,html,http://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_20070629_responsa-quaestiones_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Summorum Pontificum,,2007-07-07,other,html,https://www.papalencyclicals.net/Ben16/Ben16summorum.htm,papalencyclicals,https://www.papalencyclicals.net/ben16,deduped
Benedict XVI,Responses to Certain Questions of the United States Conference of Catholic Bishops Concerning Artificial Nutrition and Hydration,Congregation for the Doctrine of the Faith,2007-08-01,other,html,http://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_20070801_risposte-usa_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Spe Salvi,Saved by Hope,2007-11-30,encyclical,html,http://www.vatican.va/holy_father/benedict_xvi/encyclicals/documents/hf_ben-xvi_enc_20071130_spe-salvi_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Doctrinal Note on Some Aspects of Evangelization,Congregation for the Doctrine of the Faith,2007-12-14,other,html,http://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_20071203_nota-evangelizzazione_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Caritas in veritate,Charity in Truth,2009-06-29,encyclical,html,http://www.vatican.va/holy_father/benedict_xvi/encyclicals/documents/hf_ben-xvi_enc_20090629_caritas-in-veritate_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Anglicanorum Coetibus,,2009-11-04,other,html,http://www.vatican.va/holy_father/benedict_xvi/apost_constitutions/documents/hf_ben-xvi_apc_20091104_anglicanorum-coetibus_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,Complementary Norms for the Apostolic Constitution Anglicanorum coetibus,Congregation for the Doctrine of the Faith,2009-11-04,other,html,http://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_20091104_norme-anglicanorum-coetibus_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,"Instruction on the application of the Apostolic Letter Summorum Pontificum of His Holiness Pope Benedict XVI given Motu Proprio (April 30, 2011)",,2011-04-30,other,html,http://www.vatican.va/roman_curia/pontifical_commissions/ecclsdei/documents/rc_com_ecclsdei_doc_20110430_istr-universae-ecclesiae_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,"Proclamation of St John of Avila and St Hildegarde of Bingen as ""Doctors of the Church""",,2012-10-07,other,html,http://www.vatican.va/holy_father/benedict_xvi/homilies/2012/documents/hf_ben-xvi_hom_20121007_apertura-sinodo_en.html,vatican,https://www.papalencyclicals.net/ben16,
Benedict XVI,DOCTRINAL NOTE ON SOME ASPECTS OF EVANGELIZATION,,2013-07-28,document,html,https://www.papalencyclicals.net/ben16/cdfdoctrineevang1207.htm,papalencyclicals,https://www.papalencyclicals.net/ben16,
Bl. Pius IX,Qui Pluribus,,1846-11-09,document,html,https://www.papalencyclicals.net/pius09/p9quiplu.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Praedecessores Nostros,,1847-03-25,document,html,https://www.papalencyclicals.net/pius09/p9praede.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Ubi Primum,,1847-06-17,document,html,https://www.papalencyclicals.net/pius09/p9ubipr1.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Ubi Primum,,1849-02-02,document,html,https://www.papalencyclicals.net/pius09/p9ubipr2.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Nostis Et Nobiscum,,1849-12-08,document,html,https://www.papalencyclicals.net/pius09/p9nostis.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Exultavit Cor Nostrum,,1851-11-21,document,html,https://www.papalencyclicals.net/pius09/p9exulta.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Nemo Certe Ignorat,,1852-03-25,document,html,https://www.papalencyclicals.net/pius09/p9nemoce.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Probe Noscitis Venerabiles,,1852-05-17,document,html,https://www.papalencyclicals.net/pius09/p9proben.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Inter Multiplices,,1853-03-21,document,html,https://www.papalencyclicals.net/pius09/p9interm.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Neminem Vestrum,,1854-02-02,document,html,https://www.papalencyclicals.net/pius09/p9nemini.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Optime Noscitis,,1854-03-20,document,html,https://www.papalencyclicals.net/pius09/p9optim1.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Apostolicae Nostrae Caritatis,,1854-08-01,document,html,https://www.papalencyclicals.net/pius09/p9aposto.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Ineffabilis Deus,,1854-12-08,document,html,https://www.papalencyclicals.net/pius09/p9ineff.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Optime Noscitis,,1855-11-05,document,html,https://www.papalencyclicals.net/pius09/p9optim2.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Singulari Quidem,,1856-03-17,document,html,https://www.papalencyclicals.net/pius09/p9singul.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Cum Nuper,,1858-01-20,document,html,https://www.papalencyclicals.net/pius09/p9cumnup.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Cum Sancta Mater Ecclesia,,1858-04-27,document,html,https://www.papalencyclicals.net/pius09/p9cumsan.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Amantissimi Redemptoris,,1858-05-03,document,html,https://www.papalencyclicals.net/pius09/p9amant1.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Qui Nuper,,1859-06-18,document,html,https://www.papalencyclicals.net/pius09/p9quinup.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Nullis Certe Verbis,,1860-01-19,document,html,https://www.papalencyclicals.net/pius09/p9nullis.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Amantissimus,,1862-04-08,document,html,https://www.papalencyclicals.net/pius09/p9amant2.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Quanto Conficiamur Moerore,,1863-08-10,document,html,https://www.papalencyclicals.net/pius09/p9quanto.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Incredibili,,1863-09-17,document,html,https://www.papalencyclicals.net/pius09/p9incred.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,The Syllabus Of Errors,,1864-06-09,document,html,https://www.papalencyclicals.net/pius09/p9syll.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Maximae Quidem,,1864-08-18,document,html,https://www.papalencyclicals.net/pius09/p9maxima.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Quanta Cura,,1864-12-08,document,html,https://www.papalencyclicals.net/pius09/p9quanta.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Meridionali Americae,,1865-09-30,document,html,https://www.papalencyclicals.net/pius09/p9meridi.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Levate,,1867-09-27,document,html,https://www.papalencyclicals.net/pius09/p9levate.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Respicientes,,1870-11-01,document,html,https://www.papalencyclicals.net/pius09/p9respic.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Ubi Nos,,1871-05-15,document,html,https://www.papalencyclicals.net/pius09/p9ubinos.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Beneficia Dei,,1871-06-04,document,html,https://www.papalencyclicals.net/pius09/p9benefi.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Saepe Venerabiles Fratres,,1871-08-05,document,html,https://www.papalencyclicals.net/pius09/p9saepev.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Quae In Patriarchatu,,1872-11-16,document,html,https://www.papalencyclicals.net/pius09/p9quaein.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Quartus Supra,,1873-01-06,document,html,https://www.papalencyclicals.net/pius09/p9quartu.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Etsi Multa,,1873-11-21,document,html,https://www.papalencyclicals.net/pius09/p9etsimu.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Vix Dum A Nobis,,1874-03-07,document,html,https://www.papalencyclicals.net/pius09/p9vixdum.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Omnem Sollicitudinem,,1874-05-13,document,html,https://www.papalencyclicals.net/pius09/p9omnems.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Gravibus Ecclesiae,,1874-12-24,document,html,https://www.papalencyclicals.net/pius09/p9gravib.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Quod Nunquam,,1875-02-08,document,html,https://www.papalencyclicals.net/pius09/p9quodnu.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Graves Ac Diuturnae,,1875-03-23,document,html,https://www.papalencyclicals.net/pius09/p9graves.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Dives In Misericordia Deus,,1877-11-16,document,html,https://www.papalencyclicals.net/pius09/dives-misericordia-deus.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Boniface VIII,Unam Sanctam,,1302-11-18,document,html,https://www.papalencyclicals.net/bon08/b8unam.htm,papalencyclicals,https://www.papalencyclicals.net/category/bon08,
Clement V,Exivi de paradiso,,1305-06-05,document,html,https://www.papalencyclicals.net/clem05/exivi-e.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem05,
Clement VIII,Ex Supernae Dispositionis Arbitrio,,1595-10-07,document,html,https://www.papalencyclicals.net/clem08/clem8exsuper.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem08,
Clement XI,Unigenitus,,1713-09-08,document,html,https://www.papalencyclicals.net/clem11/c11unige.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem11,
Clement XII,In eminenti,,1738-04-28,document,html,https://www.papalencyclicals.net/clem12/c12inemengl.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem12,
Clement XIII,Venimus in altitudinem,,1758-09-11,document,html,https://www.papalencyclicals.net/clem13/venimus-in-altitudinem.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,A Quo Die,,1758-09-13,document,html,https://www.papalencyclicals.net/clem13/c13aquod.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Pastoralis officii,,1759-03-21,document,html,https://www.papalencyclicals.net/clem13/pastoralis-officii.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Cum Primum,,1759-09-17,document,html,https://www.papalencyclicals.net/clem13/c13cumpr.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Appetente Sacro,,1759-12-20,document,html,https://www.papalencyclicals.net/clem13/c13appet.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,In Dominico Agro,,1761-06-14,document,html,https://www.papalencyclicals.net/clem13/c13indom.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Quanto in dolore,,1762-06-09,document,html,https://www.papalencyclicals.net/clem13/quanto-in-dolore.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Ubi primum accepimus,,1764-01-14,document,html,https://www.papalencyclicals.net/clem13/ubi-primum-accepimus.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Quanta auxilii,,1765-05-08,document,html,https://www.papalencyclicals.net/clem13/quanta-auxilii.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Quam graviter,,1766-06-25,document,html,https://www.papalencyclicals.net/clem13/quam-graviter.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Christianae Reipublicae,,1766-11-25,document,html,https://www.papalencyclicals.net/clem13/c13chris.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Summa Quae,,1768-01-06,document,html,https://www.papalencyclicals.net/clem13/c13summa.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Accedamus cum fiducia,,1768-06-25,document,html,https://www.papalencyclicals.net/clem13/accedamus-cum-fiducia.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIV,Decet Quam Maxime,,1769-09-21,document,html,https://www.papalencyclicals.net/clem14/c14decet.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem14,
Clement XIV,Cum Summi,,1769-12-12,document,html,https://www.papalencyclicals.net/clem14/c14cumsu.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem14,
